index,home_team,away_team,home_coeff,away_coeff,mean_coeff,tvalue_home,tvalue_away,home_team_score,away_team_score,importance,home_team_result
43,Norway,USA,0.99,0.85,0.92,191,172,1,0,1,Win
44,Scotland,Switzerland,0.99,0.99,0.99,170,197,1,1,2.5,Draw
45,Spain,Chile,0.99,1,0.995,187,151,2,0,1,Win
46,Uruguay,Bolivia,1,1,1,178,141,2,1,2.5,Win
47,Venezuela,Ecuador,1,1,1,106,165,2,1,2.5,Win
48,Morocco,Mali,0.85,0.85,0.85,167,126,3,0,1,Win
49,Saudi Arabia,Thailand,0.85,0.85,0.85,156,134,4,0,1,Win
50,Brazil,Uruguay,1,1,1,192,178,2,0,2.5,Win
51,Ecuador,Bolivia,1,1,1,165,141,1,1,2.5,Draw
52,Zimbabwe,Senegal,0.85,0.85,0.85,150,142,2,0,1,Win
53,Saudi Arabia,Thailand,0.85,0.85,0.85,156,134,3,0,1,Win
54,Albania,Spain,0.99,0.99,0.99,108,187,1,5,2.5,Lose
55,Estonia,Italy,0.99,0.99,0.99,82,198,0,3,2.5,Lose
56,Mexico,Cameroon,0.85,0.85,0.85,186,176,1,0,1,Win
57,Norway,Poland,0.99,0.99,0.99,191,180,1,0,2.5,Win
58,Romania,Israel,0.99,0.99,0.99,179,131,1,0,1,Win
59,San Marino,Netherlands,0.99,0.99,0.99,81,184,0,7,2.5,Lose
60,Tunisia,Germany,0.85,0.99,0.92,169,200,1,1,1,Draw
61,Saudi Arabia,Costa Rica,0.85,0.85,0.85,156,162,1,2,1,Lose
62,Korea Republic,Australia,0.85,0.85,0.85,164,135,1,1,1,Draw
63,Nigeria,Côte d'Ivoire,0.85,0.85,0.85,182,169,4,1,2.5,Win
64,Korea Republic,Australia,0.85,0.85,0.85,164,135,1,0,1,Win
65,Zambia,Senegal,0.85,0.85,0.85,173,143,4,0,2.5,Win
66,Zimbabwe,Guinea,0.85,0.85,0.85,153,140,1,0,2.5,Win
67,Saudi Arabia,Costa Rica,0.85,0.85,0.85,156,162,3,2,1,Win
68,Mexico,Poland,0.85,0.99,0.92,184,178,0,0,1,Draw
69,Morocco,Gabon,0.85,0.85,0.85,168,149,1,0,1,Win
70,Japan,Côte d'Ivoire,0.85,0.85,0.85,157,169,1,0,1,Win
71,Cyprus,Israel,0.99,0.99,0.99,126,129,2,2,1,Draw
72,Belgium,Gabon,0.99,0.85,0.92,176,149,2,1,1,Win
73,Mexico,South Africa,0.85,0.85,0.85,184,105,4,0,1,Win
74,Saudi Arabia,Russia,0.85,0.99,0.92,156,192,4,2,1,Win
75,Algeria,Nigeria,0.85,0.85,0.85,170,182,1,1,2.5,Draw
76,Cameroon,Zimbabwe,0.85,0.85,0.85,177,153,3,1,2.5,Win
77,Morocco,Zambia,0.85,0.85,0.85,168,173,1,0,2.5,Win
78,Luxembourg,Greece,0.99,0.99,0.99,90,165,1,3,2.5,Lose
79,Bulgaria,Austria,0.99,0.99,0.99,163,167,4,1,2.5,Win
80,Denmark,Northern Ireland,0.99,0.99,0.99,196,160,1,0,2.5,Win
81,France,Israel,0.99,0.99,0.99,193,129,2,3,2.5,Lose
82,Germany,Uruguay,0.99,1,0.995,195,185,5,0,1,Win
83,Republic of Ireland,Spain,0.99,0.99,0.99,191,186,1,3,2.5,Lose
84,Italy,Scotland,0.99,0.99,0.99,198,172,3,1,2.5,Win
85,Netherlands,England,0.99,0.99,0.99,187,195,2,0,2.5,Win
86,Poland,Norway,0.99,0.99,0.99,178,197,0,3,2.5,Lose
87,Portugal,Switzerland,0.99,0.99,0.99,179,190,1,0,2.5,Win
88,Romania,Belgium,0.99,0.99,0.99,180,176,2,1,2.5,Win
89,Sweden,Finland,0.99,0.99,0.99,189,150,3,2,2.5,Win
90,USA,Mexico,0.85,0.85,0.85,174,184,1,1,1,Draw
91,Wales,Cyprus,0.99,0.99,0.99,171,126,2,0,2.5,Win
92,Korea DPR,Iraq,0.85,0.85,0.85,136,141,3,2,2.5,Win
93,Saudi Arabia,Japan,0.85,0.85,0.85,156,157,0,0,2.5,Draw
94,IR Iran,Korea Republic,0.85,0.85,0.85,142,164,0,3,2.5,Lose
95,USA,Ukraine,0.85,0.99,0.92,174,68,1,2,1,Lose
96,Tunisia,Iceland,0.85,0.99,0.92,166,151,3,1,1,Win
97,Japan,IR Iran,0.85,0.85,0.85,157,142,1,2,2.5,Lose
98,Korea DPR,Saudi Arabia,0.85,0.85,0.85,136,156,1,2,2.5,Lose
99,Iraq,Korea Republic,0.85,0.85,0.85,141,164,2,2,2.5,Draw
100,Mexico,Ukraine,0.85,0.99,0.92,184,68,2,1,1,Win
101,Korea DPR,Japan,0.85,0.85,0.85,136,157,0,3,2.5,Lose
102,IR Iran,Iraq,0.85,0.85,0.85,141,136,1,2,2.5,Lose
103,Korea Republic,Saudi Arabia,0.85,0.85,0.85,163,154,1,1,2.5,Draw
104,USA,Ukraine,0.85,0.99,0.92,174,80,0,1,1,Lose
105,Burundi,Guinea,0.85,0.85,0.85,102,137,0,0,2.5,Lose
106,Iraq,Saudi Arabia,0.85,0.85,0.85,136,154,1,1,2.5,Draw
107,IR Iran,Korea DPR,0.85,0.85,0.85,141,142,2,1,2.5,Win
108,Japan,Korea Republic,0.85,0.85,0.85,156,163,1,0,2.5,Win
109,Liechtenstein,Estonia,0.99,0.99,0.99,50,81,0,2,1,Lose
110,United Arab Emirates,Jordan,0.85,0.85,0.85,145,111,2,1,1,Win
111,Hungary,Luxembourg,0.99,0.99,0.99,151,94,1,0,2.5,Win
112,Israel,Austria,0.99,0.99,0.99,134,166,1,1,2.5,Draw
113,Turkey,Poland,0.99,0.99,0.99,133,177,2,1,2.5,Win
114,Iraq,Japan,0.85,0.85,0.85,136,156,2,2,2.5,Draw
115,Korea Republic,Korea DPR,0.85,0.85,0.85,163,142,3,0,2.5,Win
116,Saudi Arabia,IR Iran,0.85,0.85,0.85,154,141,4,3,2.5,Win
117,United Arab Emirates,Jordan,0.85,0.85,0.85,145,111,0,2,1,Lose
118,Australia,Argentina,0.85,1,0.925,139,191,1,1,2.5,Draw
119,Mexico,China PR,0.85,0.85,0.85,182,152,3,0,1,Win
120,Egypt,Malta,0.85,0.99,0.92,173,116,3,0,1,Win
121,Tunisia,Gabon,0.85,0.85,0.85,165,146,4,0,1,Win
122,Gabon,Malta,0.85,0.99,0.92,146,116,1,2,1,Lose
123,Tunisia,Egypt,0.85,0.85,0.85,165,173,2,1,1,Win
124,USA,Jamaica,0.85,0.85,0.85,174,124,1,0,1,Win
125,Austria,Sweden,0.99,0.99,0.99,166,192,1,1,2.5,Draw
126,Israel,Finland,0.99,0.99,0.99,134,155,1,3,2.5,Lose
127,Portugal,Estonia,0.99,0.99,0.99,180,81,3,0,2.5,Win
128,Turkey,Norway,0.99,0.99,0.99,133,198,2,1,2.5,Win
129,USA,Cayman Islands,0.85,0.85,0.85,174,50,8,1,1,Win
130,Argentina,Australia,1,0.85,0.925,191,139,1,0,2.5,Win
131,France,Bulgaria,0.99,0.99,0.99,186,168,1,2,2.5,Lose
132,Germany,Brazil,0.99,1,0.995,196,200,2,1,1,Win
133,Greece,Russia,0.99,0.99,0.99,164,189,1,0,2.5,Win
134,Italy,Portugal,0.99,0.99,0.99,197,180,1,0,2.5,Win
135,Malta,Scotland,0.99,0.99,0.99,116,171,0,2,2.5,Lose
136,Northern Ireland,Republic of Ireland,0.99,0.99,0.99,158,189,1,1,2.5,Draw
137,Poland,Netherlands,0.99,0.99,0.99,177,194,1,3,2.5,Lose
138,San Marino,England,0.99,0.99,0.99,78,190,1,7,2.5,Lose
139,Spain,Denmark,0.99,0.99,0.99,193,195,1,0,2.5,Win
140,Switzerland,Estonia,0.99,0.99,0.99,187,81,4,0,2.5,Win
141,Wales,Romania,0.99,0.99,0.99,172,185,1,2,2.5,Lose
142,Gambia,Mauritania,0.85,0.85,0.85,50,56,2,4,1,Lose
143,Gambia,Ghana,0.85,0.85,0.85,50,159,3,0,1,Win
144,Sierra Leone,Guinea,0.85,0.85,0.85,116,138,1,1,1,Draw
145,Guinea-Bissau,Mauritania,0.85,0.85,0.85,68,56,1,0,1,Win
146,Senegal,Mali,0.85,0.85,0.85,137,125,0,1,1,Lose
147,Guinea,Gambia,0.85,0.85,0.85,138,50,1,2,1,Lose
148,Sierra Leone,Ghana,0.85,0.85,0.85,116,159,2,3,1,Lose
149,Mali,Guinea-Bissau,0.85,0.85,0.85,125,68,3,0,1,Win
150,Senegal,Mauritania,0.85,0.85,0.85,137,56,4,0,1,Win
151,Ghana,Guinea,0.85,0.85,0.85,159,138,1,0,1,Win
152,Sierra Leone,Gambia,0.85,0.85,0.85,116,50,1,1,1,Draw
153,Tahiti,Fiji,0.85,0.85,0.85,62,93,3,0,1,Win
154,Kenya,Uganda,0.85,0.85,0.85,128,105,2,1,1,Win
155,Mali,Mauritania,0.85,0.85,0.85,125,56,0,0,1,Draw
156,Senegal,Guinea-Bissau,0.85,0.85,0.85,137,68,0,0,1,Draw
157,Gambia,Senegal,0.85,0.85,0.85,50,137,0,2,1,Lose
158,Sierra Leone,Mali,0.85,0.85,0.85,116,125,2,0,1,Win
159,Gambia,Mali,0.85,0.85,0.85,50,125,2,0,1,Win
160,Sierra Leone,Senegal,0.85,0.85,0.85,116,137,2,0,1,Win
161,USA,El Salvador,0.85,0.85,0.85,173,135,7,0,1,Win
162,Tanzania,Uganda,0.85,0.85,0.85,99,105,1,0,1,Win
163,Bangladesh,Myanmar,0.85,0.85,0.85,78,91,3,1,1,Win
164,Kenya,Tanzania,0.85,0.85,0.85,128,99,2,1,1,Win
165,Argentina,Germany,1,0.99,0.995,191,197,2,1,1,Win
166,Mexico,Brazil,0.85,1,0.925,183,196,0,1,1,Lose
167,USA,Germany,0.85,0.99,0.92,173,197,0,3,1,Lose
168,Mali,Côte d'Ivoire,0.85,0.85,0.85,125,166,0,1,1,Lose
169,Mexico,Germany,0.85,0.99,0.92,183,197,0,0,1,Draw
170,Ghana,Egypt,0.85,0.85,0.85,163,174,0,0,1,Draw
171,Ghana,Tunisia,0.85,0.85,0.85,163,168,1,1,1,Draw
172,Barbados,Grenada,0.85,0.85,0.85,86,57,0,0,1,Draw
173,Ghana,Egypt,0.85,0.85,0.85,163,174,2,1,1,Win
174,Mali,Burkina Faso,0.85,0.85,0.85,130,73,1,1,1,Draw
175,Mauritania,Mali,0.85,0.85,0.85,56,130,1,3,1,Lose
176,Thailand,Nigeria,0.85,0.85,0.85,131,182,1,1,1,Draw
177,USA,Norway,0.85,0.99,0.92,178,196,2,1,1,Win
178,Guinea,Côte d'Ivoire,0.85,0.85,0.85,137,167,3,0,1,Win
179,Costa Rica,Norway,0.85,0.99,0.92,158,196,0,0,1,Draw
180,Mexico,Bulgaria,0.85,0.99,0.92,184,169,1,1,1,Draw
181,Spain,Portugal,0.99,0.99,0.99,195,180,2,2,1,Draw
182,Tunisia,Netherlands,0.85,0.99,0.92,168,193,2,2,1,Draw
183,USA,Switzerland,0.85,0.99,0.92,178,188,1,1,1,Draw
184,Barbados,Puerto Rico,0.85,0.85,0.85,86,95,0,1,1,Lose
185,Mali,Senegal,0.85,0.85,0.85,130,144,1,0,1,Win
186,Saudi Arabia,China PR,0.85,0.85,0.85,162,147,1,0,1,Win
187,Suriname,Guyana,1,1,1,83,64,2,0,1,Win
188,Grenada,Puerto Rico,0.85,0.85,0.85,57,95,1,0,1,Win
189,Qatar,Finland,0.85,0.99,0.92,146,155,1,0,1,Win
190,Mexico,Switzerland,0.85,0.99,0.92,184,188,1,5,1,Lose
191,Saudi Arabia,China PR,0.85,0.85,0.85,162,147,1,1,1,Draw
192,Barbados,Grenada,0.85,0.85,0.85,86,57,3,2,1,Win
193,Qatar,Finland,0.85,0.99,0.92,146,155,0,0,1,Draw
194,Venezuela,Colombia,1,1,1,107,179,1,2,1,Lose
195,Burkina Faso,Guinea,0.85,0.85,0.85,73,137,1,1,1,Win
196,Côte d'Ivoire,Niger,0.85,0.85,0.85,167,119,5,3,1,Win
197,USA,Russia,0.85,0.99,0.92,178,186,1,1,1,Draw
198,Burkina Faso,Côte d'Ivoire,0.85,0.85,0.85,73,167,0,1,1,Lose
199,Guinea,Niger,0.85,0.85,0.85,137,119,1,3,1,Lose
200,Oman,Finland,0.85,0.99,0.92,103,155,0,2,1,Lose
201,Senegal,Mali,0.85,0.85,0.85,144,130,0,0,1,Draw
202,Oman,Finland,0.85,0.99,0.92,103,155,1,1,1,Draw
203,Egypt,Morocco,0.85,0.85,0.85,174,170,1,1,1,Draw
204,Mexico,Russia,0.85,0.99,0.92,184,186,1,4,1,Lose
205,United Arab Emirates,Slovakia,0.85,0.99,0.92,149,50,0,1,1,Lose
206,Egypt,Slovakia,0.85,0.99,0.92,174,50,1,0,1,Win
207,Oman,Kenya,0.85,0.85,0.85,103,126,1,0,1,Win
208,United Arab Emirates,Morocco,0.85,0.85,0.85,149,170,1,1,1,Draw
209,Morocco,Slovakia,0.85,0.99,0.92,170,50,2,1,1,Win
210,Oman,Kenya,0.85,0.85,0.85,103,126,2,0,1,Win
211,Saudi Arabia,Colombia,0.85,1,0.925,162,179,1,1,1,Draw
212,United Arab Emirates,Egypt,0.85,0.85,0.85,149,174,0,1,1,Lose
213,Gambia,Senegal,0.85,0.85,0.85,75,144,0,0,1,Draw
214,Malta,Tunisia,0.99,0.85,0.92,117,168,1,1,1,Draw
215,Spain,Poland,0.99,0.99,0.99,195,172,1,1,1,Draw
216,Slovenia,Tunisia,0.99,0.85,0.92,66,168,2,2,1,Draw
217,Malawi,Zambia,0.85,0.85,0.85,133,173,0,3,1,Lose
218,Malta,Slovenia,0.99,0.99,0.99,117,66,0,1,1,Lose
219,Malawi,Zambia,0.85,0.85,0.85,133,173,0,2,1,Lose
220,Romania,USA,0.99,0.85,0.92,187,178,2,1,1,Win
221,Italy,France,0.99,0.99,0.99,193,186,0,1,1,Lose
222,Korea Republic,Romania,0.85,0.99,0.92,158,182,1,2,1,Lose
223,Malta,Belgium,0.99,0.99,0.99,117,174,1,0,1,Win
224,Colombia,Sweden,1,0.99,0.995,180,190,0,0,1,Draw
225,USA,Bolivia,0.85,1,0.925,179,145,1,1,1,Draw
226,Bolivia,Colombia,1,1,1,145,180,0,2,1,Lose
227,USA,Sweden,0.85,0.99,0.92,179,190,1,3,1,Lose
228,Mali,Ghana,0.85,0.85,0.85,139,165,0,0,1,Draw
229,Morocco,Finland,0.85,0.99,0.92,172,159,0,0,1,Draw
230,Mexico,Sweden,0.85,0.99,0.92,183,190,2,1,1,Win
231,Colombia,Korea Republic,1,0.85,0.925,180,158,2,2,1,Draw
232,Zimbabwe,Zambia,0.85,0.85,0.85,154,170,2,2,1,Draw
233,Gabon,Senegal,0.85,0.85,0.85,138,140,0,0,1,Draw
234,Mexico,Colombia,0.85,1,0.925,183,180,0,0,1,Draw
235,USA,Korea Republic,0.85,0.85,0.85,179,158,1,0,1,Win
236,Cayman Islands,Jamaica,0.85,0.85,0.85,50,119,3,2,1,Win
237,Cyprus,Estonia,0.99,0.99,0.99,125,91,2,0,1,Win
238,England,Denmark,0.99,0.99,0.99,188,196,1,0,1,Win
239,Hungary,Switzerland,0.99,0.99,0.99,151,192,1,2,1,Lose
240,Nigeria,Ghana,0.85,0.85,0.85,185,165,0,0,1,Draw
241,Wales,Norway,0.99,0.99,0.99,173,195,1,3,1,Lose
242,Dominican Republic,Haiti,0.85,0.85,0.85,50,55,0,1,1,Lose
243,USA,Korea Republic,0.85,0.85,0.85,179,158,1,1,1,Draw
244,Zambia,Zimbabwe,0.85,0.85,0.85,170,154,2,1,1,Win
245,Israel,Ukraine,0.99,0.99,0.99,146,110,1,0,1,Win
246,Egypt,Cameroon,0.85,0.85,0.85,175,174,0,0,1,Draw
247,Tunisia,Niger,0.85,0.85,0.85,168,120,4,2,1,Win
248,Angola,Gabon,0.85,0.85,0.85,76,139,2,1,1,Win
249,France,Chile,0.99,1,0.995,185,145,3,1,1,Win
250,Austria,Hungary,0.99,0.99,0.99,165,148,1,1,1,Draw
251,Brazil,Argentina,1,1,1,198,192,2,0,1,Win
252,Germany,Italy,0.99,0.99,0.99,200,189,2,1,1,Win
253,Greece,Poland,0.99,0.99,0.99,166,176,0,0,1,Draw
254,Republic of Ireland,Russia,0.99,0.99,0.99,187,184,0,0,1,Draw
255,Luxembourg,Morocco,0.99,0.85,0.92,84,171,1,2,1,Lose
256,Northern Ireland,Romania,0.99,0.99,0.99,158,190,2,0,1,Win
257,Scotland,Netherlands,0.99,0.99,0.99,170,191,0,1,1,Lose
258,Spain,Croatia,0.99,0.99,0.99,194,75,0,2,1,Lose
259,Nigeria,Gabon,0.85,0.85,0.85,182,139,3,0,3,Win
260,Saudi Arabia,Chile,0.85,1,0.925,164,145,0,2,1,Lose
261,Tunisia,Mali,0.85,0.85,0.85,168,143,0,2,3,Lose
262,USA,Bolivia,0.85,1,0.925,179,144,2,2,1,Draw
263,Ghana,Guinea,0.85,0.85,0.85,169,138,1,0,3,Win
264,Côte d'Ivoire,Sierra Leone,0.85,0.85,0.85,172,127,4,0,3,Win
265,Egypt,Gabon,0.85,0.85,0.85,175,139,4,0,3,Win
266,Senegal,Guinea,0.85,0.85,0.85,142,138,2,1,3,Win
267,Zambia,Sierra Leone,0.85,0.85,0.85,178,127,0,0,3,Draw
268,Malta,Slovakia,0.99,0.99,0.99,122,140,1,2,1,Lose
269,Nigeria,Egypt,0.85,0.85,0.85,182,175,0,0,3,Draw
270,Ghana,Senegal,0.85,0.85,0.85,169,142,1,0,3,Win
271,Zambia,Côte d'Ivoire,0.85,0.85,0.85,178,172,1,0,3,Win
272,Egypt,Mali,0.85,0.85,0.85,175,143,0,1,3,Lose
273,Ghana,Côte d'Ivoire,0.85,0.85,0.85,169,172,1,2,3,Lose
274,Zambia,Senegal,0.85,0.85,0.85,178,142,1,0,3,Win
275,Hungary,Slovenia,0.99,0.99,0.99,148,77,0,1,1,Lose
276,Nigeria,Côte d'Ivoire,0.85,0.85,0.85,182,172,2,2,3,Win
277,Zambia,Mali,0.85,0.85,0.85,178,143,4,0,3,Win
278,Cayman Islands,Haiti,0.85,0.85,0.85,60,53,2,3,1,Lose
279,Colombia,Bolivia,1,1,1,180,144,0,1,1,Lose
280,Suriname,Cayman Islands,1,0.85,0.925,91,60,2,0,1,Win
281,Côte d'Ivoire,Mali,0.85,0.85,0.85,172,143,3,1,3,Win
282,Nigeria,Zambia,0.85,0.85,0.85,182,178,2,1,3,Win
283,Suriname,Haiti,1,0.85,0.925,91,53,1,1,1,Draw
284,Poland,Saudi Arabia,0.99,0.85,0.92,176,164,1,0,1,Win
285,Trinidad and Tobago,Suriname,1,1,1,107,91,3,2,1,Win
286,Oman,Bulgaria,0.85,0.99,0.92,117,177,1,1,1,Draw
287,Colombia,Nigeria,1,0.85,0.925,180,182,1,0,1,Win
288,Tunisia,Saudi Arabia,0.85,0.85,0.85,168,164,2,0,1,Win
289,Argentina,Morocco,1,0.85,0.925,190,174,3,1,1,Win
290,Austria,Scotland,0.99,0.99,0.99,164,169,1,2,1,Lose
291,Denmark,Hungary,0.99,0.99,0.99,194,147,3,1,1,Win
292,Iceland,Saudi Arabia,0.99,0.85,0.92,157,166,0,2,1,Lose
293,Lithuania,Israel,0.99,0.99,0.99,113,148,1,1,1,Draw
294,Netherlands,Republic of Ireland,0.99,0.99,0.99,192,183,0,1,1,Lose
295,Northern Ireland,Liechtenstein,0.99,0.99,0.99,165,50,4,1,2.5,Win
296,Norway,Portugal,0.99,0.99,0.99,197,178,0,0,1,Draw
297,Romania,Bolivia,0.99,1,0.995,189,153,3,0,1,Win
298,Slovakia,Croatia,0.99,0.99,0.99,146,97,4,1,1,Win
299,Switzerland,Czech Republic,0.99,0.99,0.99,196,137,3,0,1,Win
300,Turkey,Russia,0.99,0.99,0.99,143,188,0,1,1,Lose
301,Wales,Sweden,0.99,0.99,0.99,168,191,0,2,1,Lose
302,Eswatini,Mozambique,0.85,0.85,0.85,100,82,0,1,1,Lose
303,South Africa,Zimbabwe,0.85,0.85,0.85,108,159,1,0,1,Win
304,USA,Iceland,0.85,0.99,0.92,177,157,1,2,1,Lose
305,Greece,Saudi Arabia,0.99,0.85,0.92,163,166,5,1,1,Win
306,Slovenia,Cyprus,0.99,0.99,0.99,83,129,3,0,1,Win
307,United Arab Emirates,Germany,0.85,0.99,0.92,144,198,0,2,1,Lose
308,Kuwait,Bulgaria,0.85,0.99,0.92,138,175,2,2,1,Draw
309,USA,Chile,0.85,1,0.925,177,154,0,2,1,Lose
310,Korea Republic,Cameroon,0.85,0.85,0.85,160,173,2,2,1,Draw
311,Colombia,Peru,1,1,1,180,128,1,0,1,Win
312,El Salvador,Honduras,0.85,0.85,0.85,127,149,3,1,1,Win
313,Korea Republic,Cameroon,0.85,0.85,0.85,160,173,2,1,1,Win
314,Bolivia,Saudi Arabia,1,0.85,0.925,153,166,1,0,1,Win
315,Brazil,Iceland,1,0.99,0.995,200,157,3,0,1,Win
316,Poland,Hungary,0.99,0.99,0.99,172,147,3,2,1,Win
317,Colombia,El Salvador,1,0.85,0.925,180,127,3,0,1,Win
318,Honduras,Peru,0.85,1,0.925,149,128,2,1,1,Win
319,Sweden,Nigeria,0.99,0.85,0.92,191,195,3,1,1,Win
320,USA,Estonia,0.85,0.99,0.92,177,85,4,0,1,Win
321,Greece,Cameroon,0.99,0.85,0.92,163,173,0,3,1,Lose
322,Bolivia,Cameroon,1,0.85,0.925,153,173,1,1,1,Draw
323,Greece,Bolivia,0.99,1,0.995,163,153,0,0,1,Draw
324,Nigeria,Suriname,0.85,1,0.925,195,90,2,1,1,Win
325,England,Greece,0.99,0.99,0.99,185,168,5,0,1,Win
326,Poland,Austria,0.99,0.99,0.99,173,159,3,4,1,Lose
327,Chile,Argentina,1,1,1,160,194,3,3,1,Draw
328,Hungary,Croatia,0.99,0.99,0.99,151,98,2,2,1,Draw
329,Iceland,Bolivia,0.99,1,0.995,161,157,1,0,1,Win
330,England,Norway,0.99,0.99,0.99,185,196,0,0,1,Draw
331,Japan,Australia,0.85,0.85,0.85,146,156,1,1,1,Draw
332,Estonia,Wales,0.99,0.99,0.99,87,164,1,2,1,Lose
333,Fiji,Tahiti,0.85,0.85,0.85,90,54,2,2,1,Draw
334,Republic of Ireland,Bolivia,0.99,1,0.995,188,157,1,0,1,Win
335,Chile,Peru,1,1,1,160,131,2,1,1,Win
336,Czech Republic,Lithuania,0.99,0.99,0.99,141,112,5,3,1,Win
337,Ecuador,Argentina,1,1,1,153,194,1,0,1,Win
338,Fiji,Tahiti,0.85,0.85,0.85,90,54,2,0,1,Win
339,Ukraine,Belarus,0.99,0.99,0.99,107,58,3,1,1,Win
340,USA,Saudi Arabia,0.85,0.85,0.85,177,165,0,0,1,Draw
341,Australia,France,0.85,0.99,0.92,156,183,0,1,1,Lose
342,Denmark,Sweden,0.99,0.99,0.99,195,197,1,0,1,Win
343,Italy,Finland,0.99,0.99,0.99,184,162,2,0,1,Win
344,Netherlands,Scotland,0.99,0.99,0.99,189,174,3,1,1,Win
345,Switzerland,Liechtenstein,0.99,0.99,0.99,192,50,2,0,1,Win
346,USA,Greece,0.85,0.99,0.92,177,168,1,1,1,Draw
347,Germany,Republic of Ireland,0.99,0.99,0.99,198,188,0,2,1,Lose
348,Japan,France,0.85,0.99,0.92,146,183,1,4,1,Lose
349,Russia,Slovakia,0.99,0.99,0.99,180,155,2,1,1,Win
350,Israel,Argentina,0.99,1,0.995,148,194,0,3,1,Lose
351,Canada,Morocco,0.85,0.85,0.85,142,170,1,1,1,Draw
352,North Macedonia,Estonia,0.99,0.99,0.99,53,87,2,0,1,Win
353,Netherlands,Hungary,0.99,0.99,0.99,189,151,7,1,1,Win
354,Norway,Denmark,0.99,0.99,0.99,196,195,2,1,1,Win
355,Romania,Slovenia,0.99,0.99,0.99,190,113,0,0,1,Draw
356,Austria,Germany,0.99,0.99,0.99,159,198,1,5,1,Lose
357,Finland,Spain,0.99,0.99,0.99,162,191,1,2,1,Lose
358,Latvia,Malta,0.99,0.99,0.99,109,126,2,0,1,Win
359,Bulgaria,Ukraine,0.99,0.99,0.99,171,107,1,1,1,Draw
360,Colombia,Northern Ireland,1,0.99,0.995,182,167,2,0,1,Win
361,Italy,Switzerland,0.99,0.99,0.99,184,192,1,0,1,Win
362,Croatia,Argentina,0.99,1,0.995,98,194,0,0,1,Draw
363,Trinidad and Tobago,Saudi Arabia,1,0.85,0.925,115,165,2,3,1,Lose
364,USA,Mexico,0.85,0.85,0.85,177,187,1,0,1,Win
365,Canada,Brazil,0.85,1,0.925,142,200,1,1,1,Draw
366,Colombia,Greece,1,0.99,0.995,182,168,2,0,1,Win
367,Ecuador,Korea Republic,1,0.85,0.925,153,163,2,1,1,Win
368,Republic of Ireland,Czech Republic,0.99,0.99,0.99,188,141,1,3,1,Lose
369,Côte d'Ivoire,Liberia,0.85,0.85,0.85,179,65,4,1,1,Win
370,Sweden,Norway,0.99,0.99,0.99,197,196,2,0,1,Win
371,Australia,South Africa,0.85,0.85,0.85,156,122,1,0,1,Win
372,Belgium,Hungary,0.99,0.99,0.99,166,151,3,1,1,Win
373,Bolivia,Peru,1,1,1,157,131,0,0,1,Draw
374,Canada,Germany,0.85,0.99,0.92,142,198,0,2,1,Lose
375,Honduras,Brazil,0.85,1,0.925,149,200,2,8,1,Lose
376,Canada,Spain,0.85,0.99,0.92,142,191,0,2,1,Lose
377,Bolivia,Switzerland,1,0.99,0.995,157,192,0,0,1,Draw
378,Costa Rica,Italy,0.85,0.99,0.92,150,184,0,1,1,Lose
379,Honduras,Korea Republic,0.85,0.85,0.85,149,163,0,3,1,Lose
380,Mexico,Northern Ireland,0.85,0.99,0.92,187,167,3,0,1,Win
381,Nigeria,Georgia,0.85,0.99,0.92,193,71,5,1,1,Win
382,Australia,South Africa,0.85,0.85,0.85,156,122,1,0,1,Win
383,Canada,Netherlands,0.85,0.99,0.92,142,189,0,3,1,Lose
384,El Salvador,Brazil,0.85,1,0.925,130,200,0,4,1,Lose
385,Romania,Sweden,0.99,0.99,0.99,190,197,1,1,1,Draw
386,Germany,Bolivia,0.99,1,0.995,200,157,1,0,4,Win
387,Spain,Korea Republic,0.99,0.85,0.92,195,163,2,2,4,Draw
388,Colombia,Romania,1,0.99,0.995,183,193,1,3,4,Lose
389,Italy,Republic of Ireland,0.99,0.99,0.99,196,186,0,1,4,Lose
390,USA,Switzerland,0.85,0.99,0.92,177,188,1,1,4,Draw
391,Belgium,Morocco,0.99,0.85,0.92,173,172,1,0,4,Win
392,Cameroon,Sweden,0.85,0.99,0.92,176,190,2,2,4,Draw
393,Norway,Mexico,0.99,0.85,0.92,194,184,1,0,4,Win
394,Brazil,Russia,1,0.99,0.995,197,181,2,0,4,Win
395,Netherlands,Saudi Arabia,0.99,0.85,0.92,198,166,2,1,4,Win
396,Argentina,Greece,1,0.99,0.995,192,169,4,0,4,Win
397,Germany,Spain,0.99,0.99,0.99,200,195,1,1,4,Draw
398,Nigeria,Bulgaria,0.85,0.99,0.92,189,171,3,0,4,Win
399,Romania,Switzerland,0.99,0.99,0.99,193,188,1,4,4,Lose
400,USA,Colombia,0.85,1,0.925,177,183,2,1,4,Win
401,Italy,Norway,0.99,0.99,0.99,196,194,1,0,4,Win
402,Korea Republic,Bolivia,0.85,1,0.925,163,157,0,0,4,Draw
403,Brazil,Cameroon,1,0.85,0.925,197,176,3,0,4,Win
404,Mexico,Republic of Ireland,0.85,0.99,0.92,184,186,2,1,4,Win
405,Sweden,Russia,0.99,0.99,0.99,190,181,3,1,4,Win
406,Argentina,Nigeria,1,0.85,0.925,192,189,2,1,4,Win
407,Belgium,Netherlands,0.99,0.99,0.99,173,198,1,0,4,Win
